_id,Category,Supporting Ministry,Community,Project,Status,Target Completion Date,Description,Result,Area,Region,Address,Postal Code,Highway / Transit Line,Estimated Total Budget,Municipal Funding,Provincial Funding,Federal Funding,Other Funding,Website,Latitude,Longitude
815,Roads and bridges,Transportation,Ontario,"Hwy 17 northerly, Nipigon",Under construction,2025-2026,"Resurfacing, Realignment, Paved shoulders",,Ontario,TBD,,,"11, 17",0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,49.22300487,-88.19292171
816,Roads and bridges,Transportation,Ontario,"Various intersections and locations, east of Balsam St. southerly to Harbour Expressway and Hwy 61 southerly, Thunder Bay",Planning,2025-2026,"Resurfacing, Intersection improvements",,Ontario,TBD,,,"11, 61",0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,48.34619071,-89.31658907
817,Roads and bridges,Transportation,Ontario,"13 km west of Hwy 11 at Shabaqua Corners westerly, west of Conmee",Planning,2025-2026,"Resurfacing, Paved shoulders",,Ontario,TBD,,,17,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,48.71693409,-89.88663223
818,Roads and bridges,Transportation,Ontario,"24 km north of Hwy 17A northerly, north of Kenora",Planning,2025-2026,"Safety improvements, Guide rail improvements, Realignment",,Ontario,TBD,,,671,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,49.89439226,-94.12041553
819,Roads and bridges,Transportation,Ontario,"East of Hwy 631 westerly, White River",Planning,2025-2026,"Resurfacing, Paved shoulders",,Ontario,TBD,,,17,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,48.61804502,-85.33218014
820,Roads and bridges,Transportation,Ontario,"West of Gravel River Bridge westerly, east of Nipigon",Complete,2023,Resurfacing,,Ontario,TBD,,,17,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,48.92044224,-87.76967971
821,Roads and bridges,Transportation,Ontario,"West of Hwy 673 easterly including Moth Lake Culverts, west of Kenora",Planning,To Be Determined,"Two to four-lane widening, New culvert, Illumination",,Ontario,TBD,,,17,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,49.72570373,-94.95501766
822,Roads and bridges,Transportation,Ontario,"Twin City Cross Rd. and Arthur St. intersection, Oliver Paipoonge",Planning,2025-2026,Intersection improvements,,Ontario,TBD,,,130,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,48.3808033,-89.4158614
823,Roads and bridges,Transportation,Ontario,"Mink Creek Culvert, 16 km west of Peninsula Rd., west of Marathon",Complete,2023,Culvert replacement,,Ontario,TBD,,,17,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,48.77791931,-86.51015725
824,Roads and bridges,Transportation,Ontario,"West limit of Kenora westerly to Hwy 17A west connection, and 11.0 km east of Hwy 71 westerly to east limit of Kenora including Hwy 71 junction",Planning,2025-2026,Resurfacing,,Ontario,TBD,,,"17, 17A, 71",0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,49.7586138,-94.12986717
825,Roads and bridges,Transportation,Ontario,"Hammell Rd., Red Lake, Queen St. and Colonization Rd., Emo",Complete,2023,"Safety improvements, Intersection improvements",,Ontario,TBD,,,"105, 11",0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,48.63210385,-93.8350575
826,Roads and bridges,Transportation,Ontario,"Pedestrian Crossing at May St. west and Sturgeon River Rd., Sioux Lookout",Complete,2023,Safety improvements,,Ontario,TBD,,,72,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,50.08805943,-91.90990461
827,Roads and bridges,Transportation,Ontario,"1 km west of Hwy 619 at Pinewood, westerly to Rainy River east limits, Dawson",Complete,2023,Resurfacing,,Ontario,TBD,,,11,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,48.71364691,-94.31009298
828,Roads and bridges,Transportation,Ontario,"Pinewood River Bridge, 2 km north of Hwy 11, Dawson",Planning,2025-2026,Bridge rehabilitation,,Ontario,TBD,,,619,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,48.72485,-94.295565
829,Roads and bridges,Transportation,Ontario,"36 km west of Hwy 105, west of Machin",Complete,2023,Hazard rock removal,,Ontario,TBD,,,17,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,49.83876243,-93.81037435
830,Roads and bridges,Transportation,Ontario,"Neys Creek Culvert, 27 km west of Hwy 627, west of Marathon",Planning,2025-2026,Culvert replacement,,Ontario,TBD,,,17,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,48.770695,-86.551848
831,Roads and bridges,Transportation,Ontario,"Eleanor Bay and McCool River Bridges, 8 km north of Hwy 619 and 5 km north of Hwy 11, Lake of the Woods, La Vallee",Planning,2025-2026,Bridge rehabilitation,,Ontario,TBD,,,"613, 621",0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,49.09348759,-94.31682495
832,Roads and bridges,Transportation,Ontario,"Various locations, Greenstone, east of Greenstone",Planning,2024,Culvert replacement,,Ontario,TBD,,,11,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,49.77965124,-85.58567443
833,Roads and bridges,Transportation,Ontario,"Revell River No. 3 Bridge, 1 km east of Hwy 622, west of Ignace",Planning,2025-2026,Bridge rehabilitation,,Ontario,TBD,,,17,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,49.5032,-92.0468
834,Roads and bridges,Transportation,Ontario,Various locations between Nipigon and White River,Planning,2024,Culvert replacement,,Ontario,TBD,,,17,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,48.62394917,-85.34036072
835,Roads and bridges,Transportation,Ontario,"Lyon Creek Culvert No 1, 1.0 km south of Hwy 11, Emo",Planning,2025-2026,Culvert replacement,,Ontario,TBD,,,602,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,48.62523442,-93.82358331
836,Roads and bridges,Transportation,Ontario,"Frog Rapids Bridge, 3 km north of Hwy 664, Sioux Lookout",Planning,2025-2026,Bridge rehabilitation,,Ontario,TBD,,,72,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,50.0697,-91.9476
837,Roads and bridges,Transportation,Ontario,"6.0 km east of Hwy 102 easterly, Thunder Bay, Shuniah",Planning,2025-2026,"Paved shoulders, Resurfacing",,Ontario,TBD,,,11,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,48.61295456,-88.77206475
838,Roads and bridges,Transportation,Ontario,"50 km west of Hwy 627, west of Marathon",Complete,2023,"Culvert replacement, Drainage improvements",,Ontario,TBD,,,17,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,48.79337991,-86.81166954
839,Roads and bridges,Transportation,Ontario,"5.0 km west of Hwy 599 easterly, Ignace, east of Ignace",Planning,2024,Resurfacing,,Ontario,TBD,,,17,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,49.33669042,-91.46440495
840,Roads and bridges,Transportation,Ontario,"Hwy 17 northerly to 3 km north of Kathlyn Lake Rd., south of Sioux Lookout",Planning,2025-2026,Resurfacing,,Ontario,TBD,,,72,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,49.6912755,-92.5038502
841,Roads and bridges,Transportation,Ontario,"Noden Causeway, 20 km west of Hwy 502 westerly, east of Fort Frances",Planning,2024,Reconstruction,,Ontario,TBD,,,11,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,48.65387742,-93.28964713
842,Roads and bridges,Transportation,Ontario,"1.0 km east of Hwy 72 at Dinorwic westerly, Dryden",Planning,2025-2026,Resurfacing,,Ontario,TBD,,,17,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,49.68769936,-92.49409549
843,Roads and bridges,Transportation,Ontario,"West of Sawmill Bay Rd. westerly to west of Upsala, east of Ignace",Planning,2024,Resurfacing,,Ontario,TBD,,,17,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,48.95975545,-90.293849
844,Roads and bridges,Transportation,Ontario,"Bass Creek Baily Bridge, 13 km north of Hwy 11/17, north of Nipigon",Planning,2025-2026,Bridge replacement,,Ontario,TBD,,,585,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,49.119058,-88.361097
845,Roads and bridges,Transportation,Ontario,"Fraser River Bridge, 16 km north of Hwy 11/17, north of Nipigon",Planning,2025-2026,Bridge replacement,,Ontario,TBD,,,585,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,49.1425,-88.3565
846,Roads and bridges,Transportation,Ontario,"Pineimuta River Modular Bridge, 141 km north of Hwy 599, Central Patricia",Planning,2025-2026,Bridge replacement,,Ontario,TBD,,,808,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,52.2142,-90.4381
847,Roads and bridges,Transportation,Ontario,"Oskondaga River Bridge, east of Hwy 11/17 west junction at Shabaqua Corners, west of Conmee",Planning,2025-2026,Bridge rehabilitation,,Ontario,TBD,,,11,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,48.59947116,-89.89669125
848,Roads and bridges,Transportation,Ontario,"Gulliver River Bridge, 10 km east of Hwy 599, east of Ignace",Planning,2025-2026,Bridge rehabilitation,,Ontario,TBD,,,17,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,49.3527,-91.5232
849,Roads and bridges,Transportation,Ontario,"Bruner Creek Culvert, 5 km south of Hwy 11 east Junction, north of Dorion",Planning,2025-2026,Culvert replacement,,Ontario,TBD,,,582,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,48.8511,-88.4786
850,Roads and bridges,Transportation,Ontario,"Beaver Creek Bridge, 9 km west of Hwy 605, Machin",Planning,2025-2026,Bridge rehabilitation,,Ontario,TBD,,,17,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,49.81521657,-93.1346557
851,Roads and bridges,Transportation,Ontario,"Pigeon River Bridge at Canada/USA International Border, Neebing",Planning,2024,Bridge rehabilitation,,Ontario,TBD,,,61,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,48.001502,-89.58518
852,Roads and bridges,Transportation,Ontario,"4.0 km west of Hwy 590 westerly, west of Gillies",Under construction,2024,Resurfacing,,Ontario,TBD,,,588,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,48.2842965,-89.84376409
853,Roads and bridges,Transportation,Ontario,"23 km east of Hwy 580 at Beardmore westerly, Greenstone",Planning,2025-2026,"Paved shoulders, Resurfacing",,Ontario,TBD,,,11,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,49.60984582,-87.95732851
854,Roads and bridges,Transportation,Ontario,"Rainy River Tributary Bridge, 4 km east of Hwy 11 east junction and Hwy 11, west of Fort Frances westerly, Alberton",Under construction,2024,"Bridge rehabilitation, Paved shoulders",,Ontario,TBD,,,"11, 602",0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,48.593,-93.4698
855,Roads and bridges,Transportation,Ontario,"Sioux Narrows Bridge and Nestor Falls Bridge, Sioux Narrows-Nestor Falls",Planning,2025-2026,Bridge rehabilitation,,Ontario,TBD,,,"17, 71",0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,49.1153,-93.9264
856,Roads and bridges,Transportation,Ontario,"West of Hwy 613 westerly, La Vallee, Emo, Chapple",Planning,2025-2026,"Resurfacing, Paved shoulders",,Ontario,TBD,,,11,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,48.62388294,-93.67651371
857,Roads and bridges,Transportation,Ontario,"English River Bridge, Ear Falls and Perrault Falls Culvert, south of Ear Falls",Planning,2025-2026,"Bridge rehabilitation, Culvert rehabilitation",,Ontario,TBD,,,105,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,50.63153498,-93.22074297
858,Roads and bridges,Transportation,Ontario,"East of Hwy 105 at Vermilion Bay westerly, Machin",Planning,2025-2026,Resurfacing,,Ontario,TBD,,,17,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,49.85268585,-93.36220193
859,Roads and bridges,Transportation,Ontario,"Kaministiquia River Bridge, 7 km south of Hwy 11/17, Thunder Bay",Planning,To Be Determined,Bridge rehabilitation,,Ontario,TBD,,,61,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,48.34726366,-89.316613
860,Roads and bridges,Transportation,Ontario,"2 km west of Hwy 614 westerly, east of Marathon",Planning,2025-2026,"Resurfacing, Paved shoulders",,Ontario,TBD,,,17,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,48.69610172,-85.88119878
861,Roads and bridges,Transportation,Ontario,"Hwy 17A west connection westerly, west of Kenora",Complete,2023,Hazard rock removal,,Ontario,TBD,,,"17, 17A",0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,49.7491439,-94.64284288
862,Roads and bridges,Transportation,Ontario,"Arthur St. intersection, Thunder Bay",Under construction,2024,Drainage Improvements,,Ontario,TBD,,,61,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,48.3808712,-89.3005712
863,Roads and bridges,Transportation,Ontario,Nipigon River Bridge at Nipigon,Planning,2025-2026,Bridge rehabilitation,,Ontario,TBD,,,11,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,49.0194,-88.2518
864,Roads and bridges,Transportation,Ontario,"Melgund Creek, Osaquan River, Shoshowae Creek East and Sisson Creek Culverts, west of Hwy 603, 11 km west of Hwy 599, 8 km west of Hwy 665 and 66 km east of Hwy 599, east and west of Ignace",Planning,2025-2026,Culvert rehabilitation,,Ontario,TBD,,,17,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,49.189258,-90.864563
865,Roads and bridges,Transportation,Ontario,"Two locations 6 km west of Hwy 658 and 4 km west of Hwy 671, Kenora",Under construction,2024,"Hazard rock removal, Safety improvements",,Ontario,TBD,,,17A,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,49.78422247,-94.56449971
866,Roads and bridges,Transportation,Ontario,"Eastbound Current River Bridge, west of Hodder Ave., Thunder Bay",Planning,2024,Bridge rehabilitation,,Ontario,TBD,,,11,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,48.48266796,-89.18808708
867,Roads and bridges,Transportation,Ontario,"John St. Culvert and McIntyre Creek Drainage Culvert, north of 11/17 and 1 km west of Hwy 102,  Thunder Bay",Planning,2025-2026,"Culvert rehabilitation, Culvert replacement",,Ontario,TBD,,,"11, Not applicable",0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,48.44385,-89.26411
868,Roads and bridges,Transportation,Ontario,"Crocker Lake West Culvert, 10 km west of Hwy 631, west of White River",Under construction,2024,Culvert replacement,,Ontario,TBD,,,17,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,48.6314,-85.3823
869,Roads and bridges,Transportation,Ontario,"Marguerite St. Bridge, west of Hwy 17, Dryden",Planning,2025-2026,Bridge rehabilitation,,Ontario,TBD,,,Not applicable,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,49.7917,-92.8517
870,Roads and bridges,Transportation,Ontario,"Rattlesnake Creek Culvert, 56 km south of Hwy 594, south of Dryden",Planning,2025-2026,Culvert replacement,,Ontario,TBD,,,502,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,49.390589,-92.635945
871,Roads and bridges,Transportation,Ontario,"Wild Goose Creek and Blind Creek Culverts - eastbound lane, 6 and 7 km east of Hwy 527, Shuniah",Planning,2025-2026,Culvert rehabilitation,,Ontario,TBD,,,11,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,48.5065,-89.0456
872,Roads and bridges,Transportation,Ontario,"Partridge Lake Culvert, 32 km west of Hwy 584, Greenstone",Planning,2025-2026,Culvert rehabilitation,,Ontario,TBD,,,11,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,49.70883756,-87.3583547
873,Roads and bridges,Transportation,Ontario,"CPR eastbound overhead, 6 km east of Hwy 527, Thunder Bay",Planning,2024,Bridge rehabilitation,,Ontario,TBD,,,17,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,48.50370663,-89.05730133
874,Roads and bridges,Transportation,Ontario,"Medcalf Lake Narrows Bridge, 85 km north of Hwy 516, south of Pickle Lake",Planning,2025-2026,Bridge rehabilitation,,Ontario,TBD,,,599,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,50.9686,-90.4096
875,Roads and bridges,Transportation,Ontario,"CPR and Hwy 641 overhead, west of Kenora",Planning,2025-2026,Bridge rehabilitation,,Ontario,TBD,,,17,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,49.75476587,-94.63902999
876,Roads and bridges,Transportation,Ontario,"Angle Creek Culvert, 7 km east of Hwy 580, Greenstone",Planning,2025-2026,Culvert rehabilitation,,Ontario,TBD,,,11,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,49.63976923,-87.86678974
877,Roads and bridges,Transportation,Ontario,"26 km east of Hwy 11 easterly including Dublin Creek Culvert, east of Nipigon",Planning,2025-2026,"Realignment, Culvert replacement, Safety improvements",,Ontario,TBD,,,17,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,48.95620266,-87.96106415
878,Roads and bridges,Transportation,Ontario,"CNR overhead, 4 km west of Hwy 130, Oliver Paipoonge",Planning,2024,Bridge rehabilitation,,Ontario,TBD,,,11,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,48.38028449,-89.49799993
879,Roads and bridges,Transportation,Ontario,"Gibson Creek and Turtle River Culverts, 35 and 40 km south of Hwy 17, west of Ignace",Complete,2023,Culvert replacement,,Ontario,TBD,,,622,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,49.26508705,-92.22372373
880,Roads and bridges,Transportation,Ontario,"Kaministiquia River Bridge, 10 km north of Hwy 61, Oliver Paipoonge",Under construction,2024,Bridge rehabilitation,,Ontario,TBD,,,130,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,48.3566,-89.4294
881,Roads and bridges,Transportation,Ontario,"Turtle and Little Turtle River Bridges, 44 and 79 km south of Hwy 17, north of Atikokan",Under construction,2024,Bridge rehabilitation,,Ontario,TBD,,,622,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,48.94400827,-92.00446012
882,Roads and bridges,Transportation,Ontario,"Gull River Culverts, 17 km west of Hwy 527, north of Thunder Bay",Planning,2025-2026,Culvert replacement,,Ontario,TBD,,,811,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,49.404264,-89.590338
883,Roads and bridges,Transportation,Ontario,"Slate River Bridges, 3 and 7 km north of Hwy 608, Oliver Paipoonge, Neebing",Planning,2025-2026,Bridge rehabilitation,,Ontario,TBD,,,61,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,48.30746145,-89.44058317
884,Roads and bridges,Transportation,Ontario,"CPR overhead at Martin, 9 km west of English River, east of Ignace",Planning,2025-2026,Bridge replacement,,Ontario,TBD,,,17,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,49.24371907,-91.07358507
